,text,label
3951,@user @user #[OFFENSIVE]donniejr 🤦🏻‍♀️🤥🤡🤷🏻‍♀️  this is from 2008 [OFFENSIVE] 🤣😂😅.  the apple doesn’t fall to far from the tree when it comes to [OFFENSIVE] 🤥.   the american [OFFENSIVE] have had #enoughisenough of #liarin[OFFENSIVE] and you are actually an [OFFENSIVE] as well like your daddy 🍄🍄,OFF
3952,@user gun control means using both hands. and in this case means acquiring the correct target. you can’t fix [OFFENSIVE].,OFF
3953,he can [OFFENSIVE] out to me any time he wishes.... #maga thank you sir! @user url,NOT
3954,@user @user @user @user do the [OFFENSIVE],NOT
3955,@user you are [OFFENSIVE] with what you feel,NOT
3956,@user @user best lead @user &amp; @user most [OFFENSIVE]d,NOT
3957,@user i am a big time conservative and staunch [OFFENSIVE]ver in our constitution. i am also a supporter of you. what myself and many conservatives are starting to feel is that republicans in the senate do not have the stomach to [OFFENSIVE] for us and against the left. too soft.,NOT
3958,@user @user @user @user @user except those whole emails the prove what yer sayin is [OFFENSIVE].  hannity is paid 30 million a year to [OFFENSIVE] [OFFENSIVE]s so you [OFFENSIVE]s happily pull the feeder bar for the guy gonna take away yer healthcare. gotta say the [OFFENSIVE]ity is entertaining. #maga,OFF
3959,@user i can't [OFFENSIVE]ve he is still on the radio.,NOT
3960,@user he is doing it to everyone he don’t like,NOT
3961,@user he's  been  leading  the  trump  [OFFENSIVE]  since day  òne.,NOT
3962,@user holder should've been [OFFENSIVE]d and jailed years ago.,OFF
3963,@user yes yes antifa is anti-[OFFENSIVE] but celebrate openly when their [OFFENSIVE] [OFFENSIVE]s are killed. whatever you guys say.,NOT
3964,@user another liberal democrat promising checks he cant cash,NOT
3965,@user @user is now a good time to talk about mental [OFFENSIVE] and gun control? asking for a very [OFFENSIVE] friend.,NOT
3966,@user @user if the banks fall then [OFFENSIVE]s money falls too,NOT
3967,@user @user @user @user @user @user @user gun control is racist. url,OFF
3968,@user @user @user a useful [OFFENSIVE]. no longer need him. their to busy to be [OFFENSIVE]ed with gun control now. busy trying figure out how to sway an election in their favor. not gunna happen 😂🇺🇸💪,OFF
3969,@user or christian conservatives could man up and do whatever it takes to win.,NOT
3970,@user @user but it’s so cute when conservatives try to do economy /,NOT
3971,@user you are right. victoria is on the reverse...😱,NOT
3972,"@user my thoughts and prayers are with the families.  random mass shootings, which [OFFENSIVE] our nation, are not normal and we as a country can't allow them to be normalized,"" craley said"",   the [OFFENSIVE] is these mass shootings are becoming too ""normal"".  gun control would [OFFENSIVE]ly help.""",OFF
3973,"texas sen. cruz thanks peta for its tofu push working in his favor""  url #tcot #maga #rednationrising""",NOT
3974,@user ...the kind of [OFFENSIVE] projections usually reflect back on the source; be careful in what one deems appropriate for others lest it is applied equally to oneself...,NOT
3975,#dougford again using #trump-style [OFFENSIVE] tactics: •[OFFENSIVE] the media. •repeatedly spread lies. •build a [OFFENSIVE] [OFFENSIVE] for your fol[OFFENSIVE]s.  these are [OFFENSIVE] [OFFENSIVE]. the conservatives know what they're doing. this is a planned strategy to [OFFENSIVE] democracy. #onpoli url,OFF
3976,@user @user @user no you wouldn't sis i know damn well you would probably call it cute [OFFENSIVE] propose in concerts all the time yet when its a gay couple its [OFFENSIVE] you're at a [OFFENSIVE] concert you don't have to pay attention,OFF
3977,@user @user he is url,NOT
3978,"@user @user just re[OFFENSIVE] it took mark felt 30 years before he would admit he was deep throat"". these [OFFENSIVE]s r [OFFENSIVE]""",NOT
3979,@user we're buying a couple [OFFENSIVE] toys and looking at classes for him rn! but i think he is becoming a teenage [OFFENSIVE].,OFF
3980,@user jfc!! we need gun control now.,NOT
3981,@user holder is [OFFENSIVE]d !! [OFFENSIVE]ed,NOT
3982,@user @user who cares.,NOT
3983,100% correct url,NOT
3984,@user naaa. i've spent 24 hours [OFFENSIVE] my huge nuts off at your [OFFENSIVE]ity.  you fink your some kind of entity but your all a bunch of [OFFENSIVE] antifa [OFFENSIVE] wiv no [OFFENSIVE] to see anyone you try to [OFFENSIVE]. even that is [OFFENSIVE].,OFF
3985,@user cant wait for 2020!!..@user url,NOT
3986,@user @user basically me and my liberals friends want to decide what's right for the rest of you.,NOT
3987,@user liberals never follow th[OFFENSIVE] on promises. we’ve heard it all before. [OFFENSIVE].,OFF
3988,@user he is going to win!,NOT
3989,"@user [OFFENSIVE]ing for the [OFFENSIVE]ed""? puleeeze""",NOT
3990,"@user she is saying ben, ben, when the hell are you going to do something more than just tweet crap about djt?""""",OFF
3991,@user you are innocent until proven otherwise! i would say most definitely she needs to prove her [OFFENSIVE] is true,NOT
3992,@user he is a [OFFENSIVE].  not open to facts,OFF
3993,@user that's a lie...your antifa lefties are nothing but [OFFENSIVE]. this [OFFENSIVE] spent a lot of time planning this [OFFENSIVE] on an honorable man with zero evidence. no [OFFENSIVE] at all to hold up kavanaugh! another crazy liberal hit job!!,OFF
3994,@user 7 $ million buyout. [OFFENSIVE]s.,OFF
3995,after all my years of [OFFENSIVE]ing im finally getting my [OFFENSIVE] ass wisdom teeth out so i can stop [OFFENSIVE] [OFFENSIVE],OFF
3996,@user @user @user clearly you are right about flaws but why are there doo [OFFENSIVE]s on this route and rmt are striking on swr where there are [OFFENSIVE]s — they have obviously a[OFFENSIVE] to the doo principle so [OFFENSIVE] understand the striking,NOT
3997,@user we’re defo living in the last days,OFF
3998,adam schiff saying he is for releasing fisa info url just another in a long list of bureaucratic hacks that need to be [OFFENSIVE]d from dc! @user please keep doing what your doing to [OFFENSIVE] these frauds and [OFFENSIVE]s!! #maga #kag2020  #qanon  #winning #wwg1wga url,OFF
3999,@user yesterday this happen here😳 so much for gun control when you can't [OFFENSIVE] a 2nd grader from bringing a gun to school huh😏 url,OFF
4000,@user @user the official [OFFENSIVE] numbers are a joke. there are millions of americans who lost their jobs and career to h-1b.  their unemployment benefits ran out years ago. give them their jobs back. end h-1b now.,OFF
4001,@user @user this is true. but man there are many in the [OFFENSIVE]s thinking he is done still even under the video.,NOT
4002,@user ... jim carrey’s la mansion. plus a $13 million pent[OFFENSIVE] in new york. url,NOT
4003,@user you have to preorder dear she is a preorder bonus in the game,NOT
4004,@user @user if he is cutting it... no man bun man..,NOT
4005,@user googlers are [OFFENSIVE] fear [OFFENSIVE]s #maga,NOT
4006,@user fuck you dope.  not a fox watcher.  independent voter that will never vote left.  your [OFFENSIVE] is [OFFENSIVE].,OFF
4007,@user be[OFFENSIVE]...color is all it's about? really? think about it. that's as goofy as saying blondes only think like blondes or that 6 ft 4 [OFFENSIVE] only think like 6 ft 4 [OFFENSIVE]. should [OFFENSIVE] americans stand for her [OFFENSIVE]s? no more than if trump said lets talk w [OFFENSIVE]s only. never!,NOT
4008,@user @user @user or maybe they want to appear unbias so they can continue to give cover to their antifa buddies when they cover them.,NOT
4009,@user got to love susan sarandron's response.....,NOT
4010,@user @user @user old pic. trump is not monitoring anything related to the hurricane.  pretty sure he is [OFFENSIVE] his pants right about now,OFF
4011,@user @user @user @user @user lol at peaceful [OFFENSIVE]. should i give you the full list?  over 500 [OFFENSIVE]s antifa [OFFENSIVE]ed trump supporters and none of trump supporters [OFFENSIVE] hillary supporters.,NOT
4012,@user @user @user that is be[OFFENSIVE] she is a good christian and her husbands [OFFENSIVE]ers are [OFFENSIVE].,NOT
4013,@user eric holder is obama's [OFFENSIVE] man of [OFFENSIVE],OFF
4014,@user @user liberals ruin a life doesn’t matter as long as they win in the end! must stop! the have no conscience,OFF
4015,@user no [OFFENSIVE] she is proud of her d[OFFENSIVE]er from [OFFENSIVE]n! so sorry for your loss (at such a young age) how [OFFENSIVE] it must have been &amp; i imagine to a [OFFENSIVE] [OFFENSIVE] still must be...she sounds as a truly wonderful person. you are her legacy!,NOT
4016,@user [OFFENSIVE] and carry is your best friend.,NOT
4017,@user i wasn’t calling you out... i was genuinely [OFFENSIVE] like live legit made a mode that you are loving and i love to see that... it wasn’t anything more than that. i [OFFENSIVE] if you took it another way,NOT
4018,pigeon girl can also send pigeons to poop on all maga hats.,OFF
4019,"4/5 de[OFFENSIVE] [OFFENSIVE] within @user @user declared “all canadians are aware of the need for [OFFENSIVE]s to canada’s gun control system. this government is committed to the reduction of [OFFENSIVE], and effective gun control [OFFENSIVE]s are an important part of canada’s [OFFENSIVE] law. url",NOT
4020,@user @user says the [OFFENSIVE] ass boy hiding [OFFENSIVE] a keyboard it don’t hurt to ask for help sometimes can’t do everything [OFFENSIVE] you [OFFENSIVE] [OFFENSIVE] if he can help then something is better than nothing that’s why i asked even if he can’t it don’t hurt to ask fuck off my twitter weak ass [OFFENSIVE],OFF
4021,@user @user is it an act that doj employees are stalking trump appointees and hitting them with staged [OFFENSIVE]s? is maxine waters part of the plan? antifa? ag sessions is not a part of any plan. he's stonewalling and protecting the status quo.,NOT
4022,@user @user funny how liberals dig up ex lovers or fakes when a strong conservative conadidate that will be paced....at this point they have zero credibility. zero!,NOT
4023,@user @user @user @user where did you get that kavanaugh doesn't want an investigation?   cnn?,NOT
4024,@user she is incredibly [OFFENSIVE] and perhaps the [OFFENSIVE] why she was chosen to ‘entropy‘ the [OFFENSIVE] talks. trudeau will [OFFENSIVE] everything of [OFFENSIVE] in canada. would you allow a [OFFENSIVE]ist [OFFENSIVE] canada? then why have trudeau?,OFF
4025,@user @user what about the game clincher. he beat the receiver by 5 yards yet the ball was long by 4 yards. game was over if that catch happpen. he gives us another dimension. he is a [OFFENSIVE] when we align 4 receivers and audible to a run.,NOT
4026,[OFFENSIVE]hold net worth: $107 trillion   url   #maga,NOT
4027,@user @user she is a [OFFENSIVE] at her job...maybe that's why her career is [OFFENSIVE]...,OFF
4028,5 things you are not doing but should be doing for your blog to succeed - did you think about #3? url url,NOT
4029,@user this lies how she got the key ! why she don’t admit she was in date or maybe had nsa with ? she is married ? what is true [OFFENSIVE] ! bs ! ok we all respct police [OFFENSIVE] but her [OFFENSIVE] and [OFFENSIVE] full of shit ! please post her photo ! let see how fat she is !,OFF
4030,@user you're a jerk. [OFFENSIVE]ing julie for standing by her husband. you're just like all the other liberals want to ruin [OFFENSIVE]s lives. how about you not bash [OFFENSIVE] until he is found [OFFENSIVE]... bet your client just wants money!!!,OFF
4031,"@user @user @user @user @user *sigh*  you are not an intelligent person.  i am highlighting the variance in the use of far-right"" and ""far-left"". that is all i am doing. anything else you now fail to understand is your own [OFFENSIVE].""",NOT
4032,@user @user @user don’t get on here saying that type of dumb shit,OFF
4033,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user stop with your [OFFENSIVE]. you are a block. you are [OFFENSIVE]!,OFF
4034,"@user eric, his brother, his sister and daddy.... among a lot of other [OFFENSIVE]s.. stole money from their charity"" aka personal piggy bank and are being investigated... but here he is acting so ""dope"".. but he's nothing but a tool""",NOT
4035,@user give him the oscar!!,NOT
4036,@user @user @user @user @user private companies don't give a toss about anything but profit. it's in their terms. they have no choice. it's what bizzniss is.  the [OFFENSIVE] comes when randian [OFFENSIVE]s out for a [OFFENSIVE]ship decide to [OFFENSIVE] everyone else in the country and create an [OFFENSIVE] market for health.,NOT
4037,@user @user he is sick. very [OFFENSIVE]. and that [OFFENSIVE] proves it!,OFF
4038,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user [OFFENSIVE]s [OFFENSIVE]..some lights might be turned off..like streetlights,NOT
4039,@user as if a liberal beta male could engage in sex with a straight female.,OFF
4040,@user is that how easily you are [OFFENSIVE]ed? intere[OFFENSIVE]... good night sister. hope someone brings a great twitter experience your way too.,NOT
4041,@user well you are picking the [OFFENSIVE] ones,NOT
4042,a madison resident who has posted a series of anti-president trump signs [OFFENSIVE] his or her home is at it again with another [OFFENSIVE] sign. url,NOT
4043,@user ive judged that the old woman is an anti semite and joan ryan is right.  you are playing semamtics.  youre a [OFFENSIVE].,OFF
4044,@user brexit &amp; conservatives as well that 🙄,NOT
4045,@user it is true. the sullivan act innnew yourk was enacted specifically to [OFFENSIVE] ethnic minorities. they fkat out said that was the purpose when it was enacted. gun control in new york city is based on that law to this very day. gun control doesn’t [OFFENSIVE] the privileged. not at all.,NOT
4046,#morningjoe  liberals and their selective [OFFENSIVE]. url,NOT
4047,@user #liberals are muck rakers. they have no platform to run on. none! [OFFENSIVE] [OFFENSIVE] [OFFENSIVE] from the late decades... of the last century... of the previous millennium... shows how [OFFENSIVE] they are to be heard. now they’re loitering around high schools looking for [OFFENSIVE]s. sad!,OFF
4048,@user @user @user #sharethelove  you are my top influencers this week,NOT
4049,"@user england averages 26 gun [OFFENSIVE]s per year. it is [OFFENSIVE] that you [OFFENSIVE] gun control doesnt work in the uk. this must be what trump call fake news"".""",NOT
4050,@user lol same. mom: why don’t you do art of real [OFFENSIVE]? me: he is a real [OFFENSIVE].,NOT
4051,@user well sure she would lend her support to the [OFFENSIVE] heifer making the [OFFENSIVE] [OFFENSIVE]s. she has no more intelligence than the rest of the liberals acting out sombody!,OFF
4052,"@user @user @user @user @user 2) that's even an antifa motto, by any means necessary""""",NOT
4053,@user @user be[OFFENSIVE] liberals are [OFFENSIVE] and btw had this been a democrat nominee and the [OFFENSIVE] was a female conservative she would not be heard. heck look at keith ellison's [OFFENSIVE] who has proof. they've turned their back on her and she's a democrat! why is the @user not helping her?,NOT
4054,@user why [OFFENSIVE] you are [OFFENSIVE] to look at the science?  url,NOT
4055,@user @user @user yes he is an excellent chairperson,NOT
4056,"4/ even before that, in 2015, britain's most senior [OFFENSIVE] office official that the conservatives' prosperity agenda"" was now more high up the list of priorities than human rights url url",NOT
4057,@user burt was awesome.,NOT
4058,@user already my ass i had so many [OFFENSIVE] shots tonight,OFF
4059,@user @user yep. sure do. and he's been proving it on a daily basis. #maga,OFF
4060,@user @user 🤷🏾‍♂️ if he is gay oh well 😂😂 he be havin mfs hot! lol i like how he plays,NOT
4061,@user this is [OFFENSIVE]ing that this is happening.  [OFFENSIVE]est gun control laws - not working.  maybe legally allow [OFFENSIVE] to arm themselves for protection - [OFFENSIVE] up those [OFFENSIVE] gun rules that aren't working. too many lives are lost in chicago.,NOT
4062,@user although i think that carter was a decent man he was without a [OFFENSIVE] the 2nd worst president in my voting hi[OFFENSIVE].    44 was the worst if there was any question.,OFF
4063,@user @user @user he. is. a. [OFFENSIVE].,OFF
4064,@user you obviously have no clue and clearly you are not american! china became the largest [OFFENSIVE] holder of us debt in september 2008. they have been a major holder of us  since at least 2000. you are whats wrind with america url,NOT
4065,@user wow he is away from his phone.,NOT
4066,@user i always thought conservatives cared about traditional values like honoring and protecting women.🙄,NOT
4067,@user gun control is not about guns. gun control is about control.,NOT
4068,@user i [OFFENSIVE]ly have no more words for how [OFFENSIVE] up he is. every time i think i found the word he does something even more [OFFENSIVE] &amp; [OFFENSIVE]ing. the best i can do is hope that he [OFFENSIVE]s in his own [OFFENSIVE] for all of the [OFFENSIVE] lies he's  told. like a serial [OFFENSIVE] he has no soul..,OFF
4069,@user @user @user @user if you are really [OFFENSIVE] about anti-semitism in our society why have you both not [OFFENSIVE] both the tory [OFFENSIVE] &amp; the lib dems for not yet adopting the ihra? @user @user @user @user,NOT
4070,@user but tinubu is supporting this [OFFENSIVE] against us. the biggest yoruba [OFFENSIVE] of the modern days yoruba [OFFENSIVE] is tinubu!,OFF
4071,- you want to start off with clean skin to get all of the benefits. - pour your water into a small glass bowl. make sure your water is still steamy. - grab a towel. - place your bowl somewhere you are comfortable standing.,NOT
4072,@user looks like the jokes on liberals again.  #forttrump #poland #boo[OFFENSIVE]conomy url,NOT
4073,@user do you think that [OFFENSIVE]s the evil nazi democrats/liberals they tried to rig a presidential election and framing kavanaugh is just another act of these evil nazi democrats /liberals politicians to [OFFENSIVE] democracy and america ! #walkaway # make america great!!!!!!!!!!!!!!,OFF
4074,5 of 5 stars to you are a [OFFENSIVE] by jen sincero url,NOT
4075,@user yeaaaahh she is!! &lt;33 url,NOT
4076,@user @user of [OFFENSIVE] he is alex and many other nation [OFFENSIVE]s are as we;ll lapdpgs url,OFF
4077,@user @user an [OFFENSIVE] is not an [OFFENSIVE].  the fact that you call it one [OFFENSIVE]strates a [OFFENSIVE] in your heart and a [OFFENSIVE] of today's conservatives.,NOT
4078,@user again gun control law?,NOT
4079,@user gun control . . . means being to hit what your aiming at! these [OFFENSIVE] homeowner have great gun control!,OFF
4080,@user i will not be playing your game on android ever as 1) i'm downloading an all from an unknown source and 2) i think all epic games should be [OFFENSIVE] from the android system as you are stripping the revenue that pays for the dev and it's [OFFENSIVE] on other devs like me 😡,NOT
4081,"@user 😂😂😂😂😂 her rights of [OFFENSIVE] to [OFFENSIVE] the lives and careers of some teens th[OFFENSIVE] her connections"" when they made a meme on her. in india too, only leftists, liberals and islamists have foe. rest all is hate speech.""",NOT
4082,@user @user [OFFENSIVE] is definitely #teamdanny! here she is spreading the word! url,NOT
4083,@user you are [OFFENSIVE]er in [OFFENSIVE]ment.,NOT
4084,"@user @user businessmen need to stay in business, or they go out of business  #democrats who dont #walkaway have a hard time with concepts like profit"" and ""results"", so no worries if you're still [OFFENSIVE]  china? all the more [OFFENSIVE] we need #trumptariffs  #trump[OFFENSIVE] #maga""",NOT
4085,@user it sure is. hope he is in the grand final side,NOT
4086,@user she wants gun control? figures url,NOT
4087,@user everyone there knows that during any negotiation the first thing u do is send pallets of cash.,NOT
4088,@user at least you are getting more [OFFENSIVE] to like it on [OFFENSIVE],NOT
4089,@user liberals are sick. this [OFFENSIVE] [OFFENSIVE] should be [OFFENSIVE]d for her bald-[OFFENSIVE] lies. url,OFF
4090,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user so the march is against antifa [OFFENSIVE]s and labour anti-semitism then? did i get that right?,NOT
4091,"roy moore"" ""kavanaugh [OFFENSIVE]"" ""jeff bezos"" ""dr. melissa bunny"" ""[OFFENSIVE]"" ""[OFFENSIVE] past [OFFENSIVE]s"" #drellenbrandt #maga to most republicans - and other sane [OFFENSIVE] - all [OFFENSIVE]s from the far [OFFENSIVE] past are equally credible - or incredible. 🐇🐇🐇 url",NOT
4092,#tories #labour #ge2017 #conservatives conservatives url cchqpress: 🏘️ pm natfednews: today i can announce that new longer-term partnerships will be opened up to the most ambitious housing associations th[OFFENSIVE] a ground-[OFFENSIVE] £2 billion initiative,NOT
4093,@user thank you jourdan!!! &amp; hayley is yours 😤 she is [OFFENSIVE]ly in my dms as we speak and still hasn’t wished me happy birthday. fake mom,NOT
4094,@user @user @user we need gun control laws to be safer and [OFFENSIVE]d in florida. this is why i am voting for the democrats to help make our environment and health care better for us all! please get out and vote!,NOT
4095,@user @user look at her moving and not one word of [OFFENSIVE] coming out of it. if you ever get a chance to ask that layer a question ask her do you agree with me that the golan heights belong to 🇸🇾. she is dead dead in the water she couldn't answer it without [OFFENSIVE]ing herself true,OFF
4096,"@user the perpetrator is responsible for his own actions but you are ignoring that maxine waters &amp; others are inciting [OFFENSIVE].  do consider she said that they should not be able to eat, shop or do anything in peace""... how would one survive without being able to [OFFENSIVE]?""",OFF
4097,@user yes he is the man 18n18,NOT
4098,"@user @user url a high-tech [OFFENSIVE]ing for [OFFENSIVE] (republican) [OFFENSIVE]s'"" is fine, but raping women by liberals?' ""they all do it” including bill clinton.""",OFF
4099,@user as we should declare antifa a [OFFENSIVE]ists group and investigate all of it's [OFFENSIVE]s.,NOT
4100,@user you are stronger than you [OFFENSIVE]ve my beautiful [OFFENSIVE] pig. dcl [OFFENSIVE] us so much and i am [OFFENSIVE]ful we have the chance to explore ourselves as we grow and learn 😭❤️❤️ url,NOT
4101,@user @user @user b[OFFENSIVE] me also. i don't even know who he is,NOT
4102,@user @user @user @user @user @user @user @user @user really? and has he been [OFFENSIVE]d. #liberals are such [OFFENSIVE]!,OFF
4103,@user [OFFENSIVE].,NOT
4104,@user is internet banking down today. i’ve tried logging on [OFFENSIVE]al times but it keeps telling me i’ve either been logged off and gives me a number or it says you are experiencing technical [OFFENSIVE]ies...,NOT
4105,@user @user he is a [OFFENSIVE] [OFFENSIVE] @user,NOT
4106,@user @user she thought she would be low profile and help the dem [OFFENSIVE] get rid of kavanaugh and she could remain anonymous. she most [OFFENSIVE] was promised this by the [OFFENSIVE]. now that she can be [OFFENSIVE]d with [OFFENSIVE] she will continue with playing a victim. she is not. [OFFENSIVE] is a can of worms.,OFF
4107,@user @user @user this is why chicago  won’t [OFFENSIVE] gun laws on the books or go into these neighborhoods these [OFFENSIVE]s are planned by gun control liberals so as to pass very [OFFENSIVE] or even confiscation of guns. [OFFENSIVE] luves do not matter to these liberals trying to pass their agenda. 2 admendment,OFF
4108,.@user conference is fast approaching and we will soon be heading to birmingham.  check out our programme of events below 👇🌈💙  url url,NOT
4109,@user @user he shot himself in a gun free zone.  so much for gun control laws,NOT
4110,@user @user the clinton news network [OFFENSIVE]s again.,NOT
4111,@user @user 🤣🤣🤣🤣🤣🤣🤣🤣 deep throat,OFF
4112,"@user i'd [OFFENSIVE] it's [OFFENSIVE] to keep asking him the questions in the first place, what else is he supposed to say? and speaking of running with a quote, i don't [OFFENSIVE]ve i said i liked it in any way. you can tho"" 😒 . see, this is how things get [OFFENSIVE]d.""",NOT
4113,@user @user trump trump trump maga!,NOT
4114,@user he is like  “holy jesus fucken christ”,OFF
4115,@user only liberals would find this exceptable. unless done to them and then let the tears begin that they are being hunted.,NOT
4116,@user another child killed by a gun . 💔😢🙏  how can anyone not agree that [OFFENSIVE]er gun control laws are needed in fl? #notonemore #guncontrolnow,NOT
4117,@user for [OFFENSIVE]? how much is the dnc/soros/antifa paying her? how’s your [OFFENSIVE] spy doing?,OFF
4118,"@user they filled...but hey, trump wife in her [OFFENSIVE] also [OFFENSIVE] him of abuse. about the whole hey, if she stays with him he is not an [OFFENSIVE]"", you have a pattern of ignoring [OFFENSIVE], [OFFENSIVE] women don't always [OFFENSIVE] as you seem to [OFFENSIVE]ve.""",NOT
4119,@user lmao good one ! now listen up sparky your wife is a disease she is a bought and paid for evil  [OFFENSIVE]  [OFFENSIVE] arm for child [OFFENSIVE]ers and russian [OFFENSIVE]s. so [OFFENSIVE] with your cutsie  tweets but i'd prepare for a long [OFFENSIVE] sentence if i were you.,OFF
4120,@user [OFFENSIVE] sucks when the refs are against you. #killthezebras,OFF
4121,@user cnn can do better.  they can get down to 60% [OFFENSIVE] in no time.,NOT
4122,@user @user we already have gun control.  who would have thought that [OFFENSIVE] wouldn't follow the law?  let's make more laws telling them not to [OFFENSIVE] those laws!,NOT
4123,@user why do conservatives always assume that a women making these [OFFENSIVE]s is [OFFENSIVE]?,NOT
4124,"@user @user if she is [OFFENSIVE] she needs to be sued for [OFFENSIVE] of character and include chuck schumer and dianne feinstein in the [OFFENSIVE]! proof isn't substantiated by a bunch of man hating pc me two girls"" that want free sex and then [OFFENSIVE]ions paid for by the government!""",NOT
4125,@user + [OFFENSIVE]ly reminded of how blessed she is.,NOT
4126,the whole world can see what president trump has accomplished and americans by-and-large are extraordinarily proud of the trump  administration.  it makes no [OFFENSIVE]ence what the left and its mainstream new media dedicated conartists try and pull on us.  we are awake #maga url,NOT
4127,@user @user he is so sweet!,NOT
4128,@user please tell that to your fellow soros lackies of antifa,NOT
4129,@user i get what you are saying brent. but auburn had just lost the sec championship game. you know bowl game are a lot of which team actually wants to be there,NOT
4130,@user they meet many many fans it’s amazing that he re[OFFENSIVE]ed her don’t be a [OFFENSIVE],OFF
4131,@user i hope this is not true but it's another good [OFFENSIVE] nail in the liberals chances. amazing how they have no respect for the money of hard working canadians,NOT
4132,@user that's [OFFENSIVE]. still haven't explained why this is relevant to me somehow.   i've also appeared on the same exact show with an antifa [OFFENSIVE] who has hiv.,NOT
4133,@user thank you ❤followed ! have a great day 🙏 #maga  #💯🇺🇸🇺🇸🇺🇸 url,NOT
4134,@user nothing. he’s already showed you who he is. 9/10 he isn’t gonna [OFFENSIVE]. &amp; you need to [OFFENSIVE]. bc by staying you’re showing him that you’re excepting him as he is &amp; that he doesn’t need to [OFFENSIVE].,NOT
4135,@user @user can you ask dana how [OFFENSIVE] she is for her home in (south?) carolina? is it [OFFENSIVE] to the coast? i’m currently in n. carolina (1st time visiting) and i get welcomed w/ a hurricane! lordy day.. 😥😨,NOT
4136,@user @user @user @user @user @user they could just be [OFFENSIVE] on holiday. @user,NOT
4137,"@user wow. that's still tall for an 11-year-old. my son is in the 91st percentile for height at 13yo --- he is exactly 5'8 but wears a size 8.5 shoe.""",NOT
4138,@user @user @user @user @user @user @user the vast majority of counter[OFFENSIVE]ors were normal cville residents. there were a few antifa and a few blm [OFFENSIVE]. all [OFFENSIVE] was [OFFENSIVE]d initially by the [OFFENSIVE] supremacists. antifa protected clergy [OFFENSIVE]s and [OFFENSIVE] residents.,NOT
4139,@user @user conservatives characterize an at[OFFENSIVE]ed rape [OFFENSIVE] as “bullsh*t” then wonder why liberals de[OFFENSIVE] them as anti-woman.  the right thing to do is properly investigate the [OFFENSIVE]. if she [OFFENSIVE] then [OFFENSIVE] her. if she’s telling the [OFFENSIVE] kavanaugh shouldn’t be confirmed.,NOT
4140,@user @user @user they are [OFFENSIVE] stats. but say isn't london the [OFFENSIVE] capital of europe now? that gun control working right? germany having some [OFFENSIVE] [OFFENSIVE] [OFFENSIVE]s. maybe u should take care of business at home be4 u start tweeting about the us,OFF
4141,.@user you are [OFFENSIVE] [OFFENSIVE] [OFFENSIVE]ing!  url,OFF
4142,@user democrats = thugs,OFF
4143,@user and you can see how [OFFENSIVE] he is to tears. i know how hard it is to lose an old friend. they're ir[OFFENSIVE]able.,NOT
4144,"heather mac donald: colleges teach students to see bias where it doesn’t exist""  url #tcot #maga #rednationrising""",NOT
4145,@user @user i never watch the nfl !!!’ panthers suck by the way !!!,OFF
4146,"@user @user @user @user i have indeed.a watered down [OFFENSIVE] statement. not the robust [OFFENSIVE]ation in no [OFFENSIVE] terms one would expect. it begins with we note with [OFFENSIVE]..."" such a [OFFENSIVE]d response suggests one thing: fear of the #tories who clearly show no gratitude for your help &amp; support.""",NOT
4147,@user @user which is also [OFFENSIVE] [OFFENSIVE]. if they want to oust her they'd forward the requisite letters to their part whip and she would be facing a [OFFENSIVE]ship [OFFENSIVE]. her '[OFFENSIVE]rs' are as [OFFENSIVE] and [OFFENSIVE] as she is.,OFF
4148,@user and @user supporting the right to peacefully [OFFENSIVE]. @user supporting sensible gun control.  thank you for supporting america!!  ford: we respect the right of nfl players to [OFFENSIVE]  - cnnmoney url,NOT
4149,@user lmfao no   but he is in his undies,NOT
4150,@user he's another one of the puke pool!! it's getting pretty full i can tell you that for sure!!!,OFF
4151,@user someone's is asking if davido wasn't supposed to be in camp? oga [OFFENSIVE] park well!! davido's business is non of your business. na u send am go school? [OFFENSIVE]z... chop shit n die,OFF
4152,@user you are amazing! url,NOT
4153,@user intere[OFFENSIVE] that the gop and even liberals are placing the [OFFENSIVE] on the [OFFENSIVE]. this isn't a [OFFENSIVE] but an examination of whether judge kavanaugh reaches a high enough standard to shape u.s. law for [OFFENSIVE]al decades. the [OFFENSIVE] is on him.,NOT
4154,@user @user @user @user not only the antifa got quite alot israel supporters. you'll find israeli flags at the right winger [OFFENSIVE] just as well. oh the [OFFENSIVE] url,OFF
4155,@user @user that's a [OFFENSIVE] [OFFENSIVE]. population density and [OFFENSIVE] levels are big contributors. you need a [OFFENSIVE] cultural shift and constitutional amendments for gun control to be effective like in other countries.  in the mean time [OFFENSIVE] will keep [OFFENSIVE].,NOT
4156,@user @user and they aiming right way you whooo whooo !,NOT
4157,@user @user @user @user as of right now my only solid position is that the nra has become far too influential in [OFFENSIVE] and as a result they have [OFFENSIVE]ed the desire for gun control for about 20 years.,OFF
